gender,race,first_gen,income_quintile,in_state,legacy,gpa,sat_total,ap_courses,rec_score,interview_score,ecs_hours_per_week,intended_major,admit
F,White,0,3,1,0,3.44,1298,3,3.59,2.18,8.2,Engineering,1
M,White,0,5,1,0,3.52,1086,1,4.33,2.47,6.2,Undeclared,1
F,White,0,4,1,0,3.43,1380,2,2.42,3.43,4.1,Humanities,1
M,White,1,4,0,0,2.97,1070,4,3.99,3.07,9.1,Undeclared,0
M,White,0,1,1,0,2.9,872,4,1.97,2.41,4.2,Engineering,0
M,White,0,3,1,0,3.23,1472,4,4.14,3.53,5.6,CS,1
M,Hispanic,0,1,0,0,2.99,844,0,2.96,3.97,5.7,Humanities,0
F,White,0,2,1,0,3.7,1017,2,2.77,2.5,5.0,Economics,0
F,White,0,4,1,0,3.57,1135,3,3.61,2.23,7.0,Humanities,1
F,AAPI,0,3,1,0,3.21,1111,5,2.72,3.76,2.1,Biology,0
M,White,0,5,1,0,3.94,1363,5,3.81,3.21,5.5,CS,0
M,White,1,5,0,0,3.6,1213,6,3.43,3.05,12.0,Biology,0
F,White,1,1,1,0,2.69,1191,0,1.0,3.61,1.5,Humanities,0
F,White,0,5,1,0,2.43,1317,4,3.01,2.99,7.8,Engineering,0
F,AAPI,0,5,0,0,3.05,1006,9,3.61,3.52,12.0,Biology,0
M,White,1,1,1,0,3.38,1127,4,3.74,2.93,5.8,Economics,1
M,White,0,2,1,0,3.63,1163,3,3.4,5.0,5.9,Humanities,1
M,AAPI,1,5,1,1,2.91,1143,4,4.28,3.09,5.3,Engineering,0
M,Other,0,1,1,0,3.47,1375,5,2.56,3.55,2.8,Engineering,0
F,White,0,1,1,0,3.46,1170,6,3.54,2.6,3.6,Humanities,1
M,White,0,3,1,0,3.89,1307,2,3.75,3.36,6.8,Biology,1
M,White,1,5,1,1,3.82,1367,3,2.67,3.04,10.5,Humanities,1
F,Black,1,2,1,0,3.72,1036,4,3.86,3.54,5.2,Engineering,0
M,Black,1,4,1,0,3.58,1274,6,3.6,3.02,5.1,Humanities,1
F,Black,0,4,1,0,3.64,1264,6,3.23,3.5,6.6,CS,0
M,White,1,1,1,0,3.05,972,7,2.92,2.2,5.4,Biology,0
M,White,0,2,1,0,3.61,959,2,2.58,2.26,6.0,Engineering,1
M,Hispanic,0,4,1,0,3.01,1223,5,3.78,1.59,6.2,Economics,0
F,White,1,3,1,0,3.28,1222,6,3.48,3.29,2.9,Humanities,0
F,Other,1,2,0,0,3.39,1072,5,3.55,2.38,7.6,Economics,0
M,White,0,2,0,0,3.76,1079,2,3.25,4.66,4.5,CS,0
M,White,0,3,1,0,3.23,1179,3,3.42,2.62,6.6,Undeclared,0
F,White,0,5,0,0,3.85,1200,4,3.32,4.2,5.9,CS,0
M,White,0,3,1,0,3.33,1392,8,3.95,3.92,4.2,Humanities,1
F,Hispanic,0,5,0,0,3.86,1278,3,3.86,3.0,8.8,Humanities,1
M,White,1,4,0,0,3.08,1092,4,3.5,2.51,3.3,Art,0
M,AAPI,0,3,1,1,3.65,922,6,3.37,2.89,3.1,Art,1
F,AAPI,1,4,1,0,3.38,1157,3,2.34,4.01,10.3,CS,0
F,Hispanic,0,3,0,0,2.94,1069,5,2.11,4.83,8.1,Undeclared,0
M,AAPI,0,4,1,0,3.43,1134,1,3.18,2.11,7.8,CS,1
M,Other,0,5,0,1,3.97,1372,6,4.41,3.21,4.9,Economics,1
M,Hispanic,0,4,0,0,3.07,1206,5,2.98,2.62,7.4,CS,1
F,White,0,1,1,0,2.72,849,3,2.7,2.51,4.2,Biology,0
M,Hispanic,0,1,1,0,3.38,1172,1,2.52,4.17,3.3,Humanities,1
F,Hispanic,1,5,1,0,2.9,1009,6,2.73,2.58,7.1,Undeclared,0
F,White,0,5,1,0,4.0,1362,5,2.95,1.91,4.0,Engineering,1
F,AAPI,0,3,1,0,3.94,1108,7,3.47,3.16,0.8,Biology,1
M,White,1,2,1,0,3.61,1107,5,2.9,3.2,5.6,Humanities,1
M,AAPI,0,5,0,0,3.51,1237,2,3.18,2.86,8.0,Economics,0
M,White,1,3,0,0,3.86,1094,2,2.92,2.45,6.3,Art,1
M,Black,1,2,0,0,3.67,1099,2,3.34,3.03,6.8,Engineering,0
F,White,1,2,1,0,3.06,1106,4,3.43,1.82,6.2,Engineering,1
F,AAPI,0,2,1,1,3.82,1392,3,2.23,3.24,8.9,Economics,1
F,White,1,2,0,0,2.88,1101,3,2.74,2.62,7.8,Biology,0
F,Black,0,2,0,0,3.2,1140,9,3.15,4.01,5.3,Art,0
F,White,0,4,0,0,2.8,1096,4,3.66,3.35,7.2,CS,0
M,AAPI,1,1,1,1,3.22,1103,6,3.33,2.68,4.7,CS,0
M,White,0,2,1,0,3.22,987,3,3.69,2.72,1.4,CS,0
M,White,1,1,1,0,3.01,1211,0,2.25,1.25,6.4,Humanities,0
F,White,0,4,1,0,3.42,1012,5,3.65,3.0,8.3,Engineering,1
M,Hispanic,0,5,0,0,3.31,1122,7,4.73,3.04,3.5,CS,1
F,White,0,4,1,0,3.49,992,6,3.43,3.14,10.7,Art,1
F,Black,1,2,1,0,3.7,1154,4,3.25,2.75,3.8,Humanities,0
F,White,0,3,0,0,2.98,1091,4,3.61,4.14,5.7,Art,0
F,Black,1,1,1,0,3.47,1146,2,2.77,2.58,3.7,CS,0
F,White,0,3,1,0,3.48,1038,6,2.73,2.32,5.6,Engineering,0
M,White,1,2,0,0,3.33,1144,3,3.23,1.57,10.9,Economics,1
F,White,0,3,1,0,3.39,1256,3,2.31,2.64,5.3,CS,0
F,White,1,3,1,0,3.08,1170,5,3.54,2.16,4.9,Undeclared,1
F,White,0,4,1,0,3.64,1224,4,3.74,2.06,6.8,Undeclared,0
M,White,0,3,1,0,3.58,1194,7,2.34,2.75,3.9,Economics,1
F,White,1,5,0,1,3.16,1078,6,3.75,4.11,8.0,Undeclared,1
F,Other,0,1,1,0,2.77,934,2,2.97,3.55,2.3,Undeclared,0
M,White,0,5,0,0,3.54,1316,3,4.39,2.17,8.9,Economics,0
F,Hispanic,1,4,0,0,3.62,1108,3,4.19,3.13,3.9,CS,0
M,White,1,4,0,0,3.71,1223,9,3.9,3.44,5.0,CS,1
F,White,1,5,1,1,3.91,1447,5,4.38,3.67,4.8,Engineering,0
F,White,1,1,1,1,3.3,986,5,3.03,4.08,2.8,Humanities,0
F,White,1,2,1,0,3.16,1011,1,3.36,1.96,0.4,Economics,0
M,White,0,1,1,0,3.24,1040,1,2.95,2.09,0.0,Art,1
F,Hispanic,0,4,1,0,3.04,1225,5,2.8,2.57,6.0,Humanities,0
M,Black,1,2,1,0,3.01,1181,7,3.25,3.19,1.1,Humanities,1
F,AAPI,1,2,1,0,3.23,1091,1,3.15,1.0,9.2,Engineering,0
M,White,0,4,0,0,3.34,1486,3,3.28,2.92,5.9,Humanities,1
F,White,0,3,0,0,3.38,1209,6,3.26,1.57,7.8,CS,0
F,AAPI,0,4,1,0,3.0,1329,8,3.44,3.1,7.6,Humanities,1
F,White,1,5,1,0,3.09,1225,6,4.03,4.86,4.6,Biology,0
M,White,0,2,0,0,3.54,1247,5,2.85,3.62,4.1,Engineering,0
F,White,1,5,1,0,3.2,1201,4,2.73,2.22,9.2,Humanities,0
M,White,1,3,1,0,3.09,1050,2,3.71,2.67,7.4,CS,1
M,Black,0,2,1,0,3.35,1257,1,3.71,2.19,7.4,Humanities,0
M,White,0,5,0,0,3.18,1232,3,3.71,4.24,6.0,Economics,0
F,White,0,3,0,0,3.74,1184,4,2.62,1.24,7.5,Biology,1
M,Hispanic,0,1,0,0,2.75,1197,0,3.02,2.45,2.9,Economics,0
M,Other,0,2,1,0,3.32,1149,4,3.37,2.34,7.7,Engineering,0
M,White,0,5,1,0,3.3,1244,5,2.86,2.26,10.1,Economics,1
M,White,1,3,0,0,3.33,1040,3,2.84,4.33,2.3,Engineering,1
M,Black,0,3,0,0,3.18,1299,6,3.21,1.75,6.7,Undeclared,1
M,White,0,4,1,0,3.47,1172,3,4.11,2.14,4.1,Humanities,1
M,White,0,1,0,1,3.62,1053,6,3.39,4.08,6.5,Art,1
F,White,1,1,1,0,2.93,1090,5,2.76,2.72,1.3,Humanities,0
M,White,0,3,1,0,3.16,1215,2,3.18,2.86,6.8,CS,0
F,Other,0,5,1,0,3.45,1407,8,3.1,2.7,9.4,Economics,1
M,Black,1,1,0,0,3.64,1015,1,2.85,2.8,4.3,Humanities,0
M,Other,0,4,1,0,3.45,1413,7,3.83,2.76,9.0,Economics,0
F,Black,0,5,1,0,3.99,1230,6,2.35,2.61,8.3,Humanities,1
F,AAPI,0,1,1,1,3.18,1137,0,4.04,1.68,8.3,Economics,1
F,Black,1,1,1,0,3.59,1024,1,4.41,2.83,1.3,Economics,1
F,AAPI,1,5,1,0,3.63,1523,5,3.6,2.72,6.3,Economics,0
F,White,0,1,0,0,3.38,1011,5,2.6,2.42,0.0,CS,0
M,White,1,4,1,0,2.91,1149,5,4.1,3.63,5.8,Economics,0
M,White,1,4,1,0,2.86,1201,5,3.57,2.7,3.5,Biology,0
M,White,1,2,1,0,3.62,1058,4,2.88,2.81,1.4,Biology,1
F,White,1,2,1,0,3.62,1139,0,2.62,4.24,1.0,CS,1
F,White,1,3,1,1,4.0,1312,6,3.21,3.31,4.5,Undeclared,1
F,AAPI,0,3,0,0,2.83,1171,7,3.42,2.57,6.6,Art,0
M,White,0,5,0,0,3.68,1266,7,4.04,2.32,8.8,CS,0
F,White,1,3,1,0,2.97,1108,3,3.47,2.89,8.2,Art,0
F,White,0,5,1,0,3.3,1194,4,3.77,3.83,10.0,Art,1
F,White,0,2,0,0,3.09,1119,1,3.0,2.43,2.4,Humanities,0
M,Other,1,2,1,0,3.38,1096,1,3.71,2.87,3.0,Undeclared,0
F,White,1,2,1,0,3.02,1259,8,3.08,2.41,5.4,Humanities,0
M,White,1,4,1,0,3.42,1051,5,4.5,2.77,7.0,CS,1
M,White,1,1,0,0,3.41,1229,5,2.71,1.78,7.6,CS,0
M,Hispanic,0,5,0,1,3.9,1219,7,3.89,3.37,6.9,CS,0
F,AAPI,1,4,1,0,3.65,1206,5,4.71,3.17,8.4,Biology,1
F,White,1,5,1,0,3.65,1081,4,4.13,4.33,6.9,CS,1
F,White,0,5,0,1,3.46,1319,6,4.1,3.23,8.5,CS,0
F,Black,0,1,1,0,3.04,951,1,3.28,2.18,5.4,Economics,0
M,Hispanic,1,4,1,0,3.6,1237,6,3.43,4.21,6.4,Engineering,1
F,White,0,3,1,0,3.03,1214,2,3.2,3.24,3.6,Engineering,0
F,White,0,4,1,0,3.52,1174,4,3.06,3.2,7.5,Humanities,1
F,White,0,5,1,0,3.18,976,5,2.58,3.14,9.2,Economics,0
M,White,0,3,1,0,3.39,1477,7,3.68,3.07,6.3,Economics,1
F,Black,0,1,1,0,2.87,937,0,2.18,2.05,0.0,Biology,0
M,Other,1,5,0,0,3.3,1243,10,3.89,3.08,6.9,Humanities,1
F,Other,1,3,1,0,3.09,1038,3,3.11,2.77,7.4,CS,0
M,Black,1,3,1,0,3.05,1287,4,2.73,3.23,3.3,Biology,0
M,White,0,3,1,0,3.37,1122,5,4.14,3.84,8.7,Biology,1
F,Other,0,5,1,1,2.71,1160,6,2.78,3.92,6.1,Humanities,0
F,White,0,3,1,0,2.77,1258,6,2.9,3.35,5.2,Engineering,0
F,White,1,2,0,0,3.48,892,5,2.86,1.46,5.4,Undeclared,1
F,Black,1,4,1,0,3.46,1127,9,3.49,2.7,4.2,CS,0
F,White,0,4,0,0,3.18,1292,6,3.03,1.59,9.1,Biology,0
M,Hispanic,1,1,0,0,3.46,1236,3,3.98,3.61,7.3,Economics,1
M,Other,0,3,1,0,3.18,1040,3,2.48,2.85,3.2,Biology,0
F,Black,0,4,1,0,3.28,1134,4,5.0,2.93,6.3,Art,1
M,Black,1,5,1,1,3.22,1279,8,3.01,2.59,12.0,Economics,0
F,White,0,2,1,0,3.99,850,7,4.97,3.85,7.9,Humanities,0
M,White,1,3,1,0,3.41,1330,6,3.96,3.02,1.7,Art,1
F,Black,0,5,1,0,3.63,1125,0,3.43,3.05,10.5,CS,1
M,AAPI,1,3,1,0,3.49,1079,0,3.44,3.04,0.0,Biology,1
M,Hispanic,0,3,0,0,2.7,1187,4,3.07,3.1,7.5,Biology,0
F,White,0,1,1,0,3.03,1092,3,3.31,2.64,2.3,Humanities,1
F,White,0,1,1,0,3.4,950,3,2.66,3.75,5.5,Art,1
F,White,1,4,0,0,3.36,1401,7,3.83,4.05,7.1,Biology,0
M,Black,0,5,0,0,4.0,879,8,3.61,3.22,7.9,CS,0
M,Black,0,4,0,1,3.24,1038,5,2.96,2.42,8.3,Humanities,0
M,Other,0,4,1,0,3.81,1131,2,3.66,3.3,5.6,Humanities,1
M,White,0,4,1,0,3.76,1087,2,3.62,2.57,5.3,Engineering,0
M,White,0,2,1,0,3.37,1301,4,2.77,3.98,7.5,CS,0
F,White,1,3,0,0,3.39,883,5,3.04,4.2,5.7,CS,0
F,White,0,2,1,0,3.22,1348,1,3.51,3.42,3.8,CS,1
M,White,0,2,1,0,2.63,1091,5,3.85,1.92,4.8,Engineering,0
F,AAPI,0,3,1,0,3.52,984,1,3.21,2.57,5.3,Humanities,1
M,White,0,4,1,0,3.63,926,0,3.96,2.88,5.9,Engineering,1
F,White,0,5,1,0,3.76,1235,4,4.2,2.47,8.7,Art,1
F,AAPI,0,2,1,0,3.34,1032,6,3.98,2.6,3.0,Engineering,0
M,Hispanic,0,2,1,0,3.66,1163,7,3.45,3.03,9.0,Humanities,0
F,White,1,1,1,0,2.87,987,0,2.56,3.17,4.7,Engineering,0
F,White,0,5,1,0,4.0,1399,2,4.03,4.17,3.0,CS,0
F,Black,1,4,1,0,3.06,1165,6,3.29,3.03,7.2,Engineering,0
M,Black,0,2,0,0,3.23,1046,3,3.5,2.6,2.9,Economics,1
M,Hispanic,1,5,1,0,3.73,1366,8,3.12,2.11,7.2,Humanities,1
F,White,1,4,1,0,3.23,1217,6,3.04,3.32,6.1,Economics,1
F,White,0,3,1,0,3.66,1283,6,2.88,2.58,7.7,Biology,0
F,Hispanic,0,2,1,1,3.2,1291,2,2.56,2.68,6.9,Economics,0
M,White,0,3,1,0,3.44,1134,5,2.95,2.49,6.6,Undeclared,1
F,White,1,1,1,0,3.11,1055,7,2.48,2.32,8.9,CS,1
M,Other,0,1,0,0,2.99,1178,3,3.44,3.32,2.6,CS,0
M,White,0,5,1,1,4.0,922,5,3.01,3.1,11.0,Biology,1
F,Black,0,2,0,0,2.98,1091,3,2.8,4.1,8.7,Humanities,1
M,Hispanic,0,1,0,0,2.39,1029,0,3.1,1.85,5.2,Art,1
M,White,1,5,1,0,3.21,1282,3,4.59,4.15,8.4,Humanities,0
F,Black,0,5,1,0,3.61,1153,4,3.08,2.75,10.0,Engineering,0
F,White,1,5,1,0,3.36,1383,2,2.67,3.1,6.5,Humanities,1
M,Hispanic,1,1,0,0,3.48,922,0,2.31,3.14,2.8,Engineering,0
M,Hispanic,0,5,1,0,3.9,1201,1,2.98,3.97,6.5,CS,1
M,Hispanic,0,2,1,1,3.21,1037,2,2.96,3.7,5.9,CS,0
M,White,1,1,1,0,2.58,1222,4,4.48,3.58,2.9,Undeclared,0
F,Black,1,5,0,0,2.99,913,5,4.08,2.98,5.5,Humanities,0
M,Hispanic,1,2,1,0,3.24,1345,3,3.01,4.3,2.3,CS,0
M,AAPI,1,4,0,0,2.81,1366,6,4.51,3.54,4.0,Engineering,0
F,AAPI,0,1,1,0,3.11,1006,6,2.73,1.0,2.8,Art,1
F,White,1,1,0,0,3.62,1169,7,2.85,2.79,2.6,Humanities,0
F,Hispanic,1,5,0,0,3.56,1223,5,3.22,2.86,7.6,Engineering,0
M,White,0,3,1,0,3.42,1406,4,3.92,2.72,4.1,Undeclared,0
F,White,0,5,1,0,3.2,1398,5,3.46,3.68,8.8,Economics,1
M,Hispanic,0,1,1,0,3.3,1392,4,4.0,3.01,9.3,Economics,0
F,Hispanic,0,5,1,0,3.47,1046,5,3.76,2.63,10.7,Economics,0
F,Other,0,5,1,0,3.64,1292,5,4.05,4.37,4.9,Humanities,1
M,White,1,5,1,0,3.74,989,5,2.41,2.14,6.6,Engineering,0
F,White,1,1,1,0,3.48,977,1,2.08,1.69,0.9,CS,0
M,White,0,1,1,0,3.29,1400,0,2.1,1.9,4.9,Humanities,1
F,White,0,3,1,0,3.58,1241,3,3.04,3.32,6.6,Biology,0
M,Hispanic,0,1,0,0,3.01,1198,6,2.18,3.06,4.8,Humanities,0
F,AAPI,0,1,1,0,3.64,1157,6,3.84,2.12,1.8,Undeclared,1
M,White,0,5,1,0,3.25,1328,7,3.38,2.69,6.0,Economics,0
M,White,0,4,1,0,3.41,1147,4,3.77,3.06,9.2,Economics,1
F,White,1,5,1,0,3.92,1131,4,3.2,2.31,8.3,Economics,0
F,Hispanic,0,5,1,0,3.39,1188,9,3.99,3.81,5.4,CS,1
F,Black,0,1,1,0,2.77,703,1,1.92,4.02,1.2,Biology,0
M,White,1,5,1,0,3.35,1219,6,3.47,3.03,7.1,Humanities,1
M,White,0,1,1,0,3.73,1119,6,3.4,3.05,4.1,Economics,1
F,White,1,2,0,1,2.41,983,4,3.7,2.95,1.7,Humanities,0
F,White,0,2,1,0,3.36,1112,3,3.01,3.96,4.4,CS,0
M,Hispanic,0,2,1,0,3.1,1204,6,2.17,4.42,4.0,Economics,0
M,AAPI,0,4,0,0,3.37,1319,5,4.01,2.78,5.3,Art,1
M,White,0,1,0,1,3.07,892,3,3.01,2.79,3.3,Humanities,1
F,Black,1,5,1,1,3.83,1119,9,3.47,3.85,8.0,CS,0
M,White,1,5,1,0,3.51,1335,0,4.83,3.44,7.5,Humanities,1
M,White,0,4,1,0,3.83,1302,6,3.46,2.34,9.9,Art,0
F,AAPI,0,1,0,0,3.64,1248,1,2.79,1.32,4.9,CS,0
F,White,1,3,0,0,3.29,1297,4,2.95,2.49,7.7,Economics,0
F,White,0,4,1,0,3.35,1558,5,3.79,3.33,3.5,Biology,1
M,Hispanic,0,2,0,0,3.4,1064,2,2.71,2.55,5.6,Engineering,0
F,Hispanic,1,2,1,0,3.45,1316,4,3.51,2.02,4.0,Biology,0
M,White,0,3,1,0,3.0,1046,5,3.96,2.5,7.8,Biology,0
M,AAPI,0,5,0,0,3.59,1575,6,3.45,4.63,8.2,Economics,1
M,White,0,1,1,0,3.15,1149,3,3.69,1.87,8.3,Humanities,1
M,AAPI,0,3,0,0,3.2,1226,4,3.26,2.72,3.7,CS,0
F,White,1,2,1,0,3.01,1234,4,2.79,2.46,3.1,Engineering,0
M,AAPI,0,3,1,0,3.18,985,4,2.3,4.53,6.9,Economics,1
F,White,1,1,1,0,3.61,900,1,3.27,1.59,3.8,CS,0
M,Hispanic,0,5,1,0,3.43,1281,8,3.68,2.54,5.2,Humanities,1
M,Hispanic,0,3,0,0,3.75,1198,4,3.89,3.02,6.9,Humanities,0
M,White,1,5,1,0,3.54,1522,5,4.03,3.3,6.1,Engineering,1
M,Black,0,1,0,0,2.79,927,4,4.34,3.67,5.5,Undeclared,1
F,White,0,3,1,0,3.47,1391,4,2.95,3.78,1.8,Biology,0
M,Black,0,4,0,0,3.01,1158,7,3.61,2.51,6.1,Undeclared,1
M,White,1,4,1,0,3.62,1146,7,2.99,3.32,6.9,CS,0
M,White,1,1,0,0,3.05,1002,3,3.66,2.63,4.5,Undeclared,0
F,Black,0,4,1,0,3.78,1177,7,2.84,2.7,8.5,Economics,1
F,White,0,1,0,0,3.69,1128,3,3.65,3.58,3.8,Undeclared,0
M,White,0,3,0,0,2.74,1095,2,2.86,3.17,7.1,Economics,0
F,White,0,1,0,0,3.03,863,5,3.56,4.05,4.2,Undeclared,0
M,White,0,1,0,1,2.77,1023,0,3.97,3.15,6.2,Engineering,0
M,White,1,4,1,0,4.0,1249,0,2.47,3.81,2.7,Economics,1
M,AAPI,0,4,1,0,3.33,1024,6,2.59,1.0,0.3,CS,0
F,AAPI,0,5,0,0,3.05,1321,6,3.64,3.24,10.7,Economics,0
M,White,0,4,1,0,4.0,1385,6,3.48,3.42,5.4,Biology,1
F,White,0,3,1,0,3.15,1382,7,3.12,3.39,1.7,Humanities,1
F,AAPI,0,1,0,0,2.62,1107,3,2.81,4.01,4.0,Biology,0
M,AAPI,0,4,1,0,3.07,967,4,2.89,3.57,5.5,Economics,0
F,Hispanic,0,2,1,0,3.37,1221,5,3.4,1.9,6.1,Undeclared,1
F,White,0,1,1,0,3.26,1220,2,2.52,3.2,5.6,Art,1
F,White,1,4,1,0,3.12,1087,4,3.62,3.74,5.5,Undeclared,1
F,AAPI,0,3,1,0,3.23,1165,5,2.96,2.49,8.3,CS,0
M,White,0,1,1,0,3.26,1153,4,2.85,2.44,1.4,Art,1
F,White,0,3,1,0,3.86,1425,4,4.03,3.6,0.1,Biology,0
F,White,0,4,1,0,3.6,1184,4,3.97,3.08,7.2,Art,1
M,Hispanic,0,3,1,0,3.2,1300,2,2.7,3.85,5.4,Biology,0
F,White,0,4,1,0,3.4,1264,3,2.88,3.23,2.1,Humanities,1
M,AAPI,0,3,1,0,3.67,1203,8,3.77,1.23,7.5,Engineering,0
M,AAPI,0,2,1,0,3.91,1316,3,2.34,2.92,1.0,Engineering,1
M,White,0,2,0,0,2.88,989,4,4.07,2.56,4.9,Economics,0
M,Hispanic,1,2,0,1,3.59,1102,0,3.43,3.37,6.8,CS,1
F,Black,1,5,0,0,3.33,1209,10,3.15,3.52,7.9,Economics,0
M,White,1,2,0,0,2.63,859,2,3.21,2.13,5.4,CS,0
F,Black,0,4,1,0,2.84,1393,3,4.22,3.24,5.6,Engineering,0
F,White,1,2,1,0,3.72,1211,4,1.92,3.31,5.3,Engineering,1
M,White,0,3,0,0,3.86,1155,2,3.92,3.33,7.3,CS,0
F,Black,0,4,1,1,3.28,1183,6,4.27,3.86,5.2,CS,0
M,Black,1,3,0,0,3.21,1115,1,3.11,2.16,2.9,Humanities,0
M,White,1,4,1,0,2.79,1284,7,3.36,2.95,8.5,Biology,0
M,Other,0,5,1,0,3.83,1272,7,3.58,1.4,12.2,Engineering,1
F,AAPI,1,5,0,0,3.43,1112,5,3.94,4.12,11.0,Engineering,1
F,AAPI,0,5,1,1,3.02,1193,2,3.21,3.28,1.0,Humanities,0
M,White,0,1,1,0,3.31,1083,1,3.09,2.71,7.5,Engineering,0
F,White,0,4,1,1,2.99,1089,5,3.49,3.0,5.2,Humanities,0
M,White,0,4,1,0,3.68,1267,2,3.81,3.48,11.3,Humanities,1
M,AAPI,1,3,1,0,2.95,1029,2,4.91,3.83,3.1,CS,1
M,White,0,2,0,0,3.39,971,5,2.76,2.67,2.4,Undeclared,1
M,Black,0,1,1,0,3.01,1532,3,3.15,3.13,4.3,Economics,1
F,White,1,5,0,0,2.61,1477,5,3.04,3.52,6.3,Art,1
F,Black,1,5,1,0,3.84,1250,7,3.21,1.44,6.4,Engineering,1
M,Hispanic,1,1,1,0,3.54,1169,3,2.45,2.23,6.5,Humanities,0
F,Black,1,3,0,0,3.1,1258,4,2.38,3.35,8.8,Economics,0
F,Black,1,3,1,0,3.43,1129,5,4.01,3.99,3.3,Engineering,1
F,Hispanic,0,1,1,0,3.39,1125,5,3.31,3.89,8.5,Art,1
F,White,0,3,1,0,3.56,1138,5,3.36,2.02,2.9,Humanities,1
F,Black,1,5,1,0,4.0,1406,8,2.98,4.0,5.8,Humanities,1
F,Other,0,2,1,0,3.47,1308,4,3.16,3.73,11.5,Art,1
M,AAPI,0,4,0,0,3.3,1414,2,2.71,3.43,7.7,Engineering,0
F,White,0,5,1,0,3.71,1302,8,3.48,1.58,6.0,Humanities,1
M,Other,0,3,1,0,3.25,1478,4,3.5,2.57,6.7,Engineering,0
F,White,0,1,0,0,2.82,1049,1,2.77,2.89,6.2,Undeclared,0
M,White,1,2,1,0,3.68,1382,5,2.75,2.71,5.7,Economics,1
F,White,0,1,1,0,3.43,1020,4,2.8,1.07,7.6,Art,1
M,White,0,2,1,0,2.67,948,1,3.69,2.69,3.0,CS,0
F,White,0,4,0,0,3.19,1479,6,3.52,2.36,5.2,Engineering,0
F,White,1,2,1,0,3.52,1187,7,2.24,3.37,2.7,Humanities,0
F,Hispanic,0,3,1,0,2.85,1248,5,3.73,3.38,3.9,Biology,0
M,White,0,5,0,0,3.25,1190,5,3.83,3.62,7.7,CS,1
M,White,0,2,0,0,4.0,987,0,3.31,2.6,2.5,Humanities,0
F,Hispanic,0,5,1,0,3.44,1160,10,4.49,3.22,8.3,CS,0
F,Hispanic,0,2,1,0,3.7,1149,3,3.21,2.83,6.8,Economics,0
M,White,0,4,1,0,4.0,1199,2,3.66,3.83,3.7,Art,1
M,White,0,1,1,0,2.92,813,3,3.38,2.37,2.8,Economics,0
F,AAPI,1,2,0,0,3.29,1307,5,3.73,2.29,3.6,Biology,1
M,Hispanic,0,5,1,0,4.0,1206,8,3.37,3.97,7.1,Engineering,0
F,AAPI,0,3,1,0,3.56,1348,3,2.91,3.66,5.6,CS,0
M,White,1,3,0,0,4.0,1016,4,3.88,3.37,8.0,CS,0
F,Black,1,3,1,1,3.11,1162,4,4.0,4.26,8.1,Humanities,0
F,AAPI,0,2,1,0,3.95,1266,6,3.96,4.57,3.2,CS,1
F,AAPI,1,5,0,0,3.45,1322,6,3.75,4.18,9.0,Art,1
M,Hispanic,0,2,1,0,3.21,1092,4,2.21,2.3,8.6,Biology,1
F,Black,0,1,1,0,3.46,1156,5,3.2,3.46,7.4,Undeclared,1
M,AAPI,1,5,1,0,3.45,1325,3,3.52,3.29,7.8,CS,1
M,AAPI,0,1,0,0,3.16,1039,4,3.84,2.35,4.3,Humanities,0
M,AAPI,0,5,0,0,3.68,1084,6,4.14,2.61,4.1,Art,1
F,White,1,2,1,0,2.62,1008,4,3.57,3.12,3.9,Biology,0
F,White,1,1,1,0,2.89,997,3,1.86,3.45,0.4,Undeclared,0
F,Black,1,2,0,0,3.45,1074,4,2.71,4.0,7.8,Engineering,0
M,AAPI,1,4,1,0,3.76,1408,4,3.18,3.64,5.8,CS,1
M,White,0,3,0,0,3.48,1277,9,3.1,3.46,5.8,Undeclared,1
F,White,0,1,1,0,3.34,971,6,3.2,2.64,2.9,Engineering,0
M,Black,0,2,1,1,3.46,1387,6,4.24,3.07,1.7,CS,0
F,AAPI,1,2,0,0,3.54,1059,2,3.67,1.7,6.7,Biology,1
F,White,0,4,1,0,2.98,1314,3,2.85,3.55,8.1,Undeclared,0
F,White,0,5,1,1,3.38,1134,5,3.15,3.55,9.9,Art,1
M,White,0,2,1,0,3.29,1067,4,2.65,4.43,0.8,CS,0
F,Other,1,5,1,0,3.56,1375,3,3.43,3.17,10.6,Biology,0
F,Hispanic,0,3,0,1,2.61,1027,5,3.93,3.95,5.7,Economics,0
M,AAPI,0,1,0,0,2.75,1068,5,3.68,2.42,6.3,Humanities,0
M,White,1,2,1,0,3.24,1161,0,2.97,4.26,0.0,Engineering,1
F,Black,1,5,1,0,3.84,1087,4,3.48,4.36,8.3,CS,1
F,White,0,5,0,0,3.36,991,8,4.5,4.11,7.4,Humanities,1
F,Other,0,4,1,1,3.25,1347,6,2.66,3.15,6.2,CS,0
F,White,1,2,0,0,3.39,1471,2,3.58,2.72,4.7,Economics,1
F,White,0,4,0,0,3.32,1259,6,3.72,2.8,5.3,Humanities,1
M,AAPI,0,4,1,0,3.79,1311,4,3.22,2.32,3.3,Humanities,1
F,White,1,4,1,0,3.33,1061,4,3.39,3.47,3.3,Economics,0
M,AAPI,0,3,1,0,3.01,1381,2,3.55,2.8,6.1,Humanities,1
F,Black,0,3,0,0,3.85,1097,4,3.12,3.31,9.3,Economics,1
F,White,0,5,1,0,3.99,1428,8,3.12,3.34,10.4,Humanities,0
